PreferredLoginDevice,PreferredPaymentMode,PreferedOrderCat,MaritalStatus,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
1,3,4,1,3.0,13.0,3.0,5,4,3,12.0,2.0,2.0,1.0,153.04,0
0,4,4,2,1.0,31.0,4.0,5,1,3,25.0,2.0,2.0,1.0,149.39,1
1,4,0,1,10.0,17.0,4.0,4,4,7,22.0,1.0,2.0,8.0,198.14,1
0,4,4,1,1.0,22.0,4.0,5,5,2,20.0,8.0,8.0,4.0,172.74,0
1,6,2,1,13.0,26.0,3.0,4,1,10,15.0,2.0,3.0,3.0,164.02,0
1,1,4,1,29.0,9.0,4.0,5,1,10,21.0,1.0,2.0,5.0,151.62,0
1,3,4,1,2.0,10.0,4.0,4,4,3,20.0,2.0,2.0,1.0,153.56,0
2,3,4,2,1.0,16.0,3.0,4,1,3,14.0,1.0,2.0,1.0,135.81,1
1,4,4,2,1.0,14.0,4.0,4,4,3,24.0,2.0,2.0,1.0,149.72,1
1,1,2,1,10.0,17.0,4.0,5,3,3,14.0,2.0,2.0,8.0,181.73,0
1,4,2,1,5.0,27.0,3.0,4,3,3,12.0,1.0,2.0,3.0,166.97,0
2,4,4,2,3.0,14.0,3.0,4,5,5,15.0,1.0,2.0,3.0,145.62,0
1,3,2,1,11.0,14.0,4.0,4,5,7,23.0,1.0,2.0,5.0,167.84,0
1,6,2,1,9.0,23.0,3.0,5,4,2,12.0,2.0,2.0,3.0,172.88,0
1,4,2,1,19.0,32.0,4.0,5,1,2,14.0,1.0,4.0,9.0,184.06,0
0,6,2,2,10.0,9.0,4.0,5,1,3,22.0,2.0,2.0,9.0,163.86,0
1,4,4,1,1.0,7.0,3.0,5,3,3,14.0,1.0,2.0,1.0,154.33,0
1,3,2,2,1.0,9.0,3.0,2,3,2,15.0,1.0,2.0,8.0,190.0,0
1,4,2,1,18.0,7.0,4.0,2,5,4,16.0,3.0,3.0,3.0,175.33,0
1,4,4,2,20.0,31.0,4.0,4,1,3,17.0,1.0,2.0,1.0,150.87,1
1,5,2,1,10.0,24.0,3.0,5,4,4,17.0,2.0,2.0,4.0,180.07,0
1,5,2,1,15.0,15.0,3.0,4,4,7,22.0,2.0,2.0,5.0,168.93,0
1,3,2,1,5.0,17.0,3.0,4,1,4,12.0,1.0,2.0,5.0,190.83,0
1,3,2,1,8.0,10.0,4.0,5,1,5,13.0,1.0,2.0,2.0,206.03,0
1,3,4,1,5.0,11.0,4.0,2,3,10,13.0,3.0,3.0,3.0,164.78,0
0,6,4,1,1.0,13.0,4.0,2,1,2,19.0,3.0,8.0,8.0,150.44,0
0,3,2,2,19.0,7.0,3.0,4,3,6,13.0,2.0,2.0,4.0,178.99,0
1,5,2,2,7.0,17.0,3.0,4,3,3,15.0,1.0,2.0,10.0,179.87,0
0,4,2,1,2.0,7.0,3.0,5,1,3,13.0,1.0,2.0,8.0,193.34,0
0,1,4,2,1.0,31.0,3.0,2,5,3,18.0,2.0,2.0,1.0,135.91,1
2,1,4,1,1.0,9.0,3.0,4,4,3,12.0,2.0,2.0,3.0,147.26,0
0,6,2,1,8.0,29.0,3.0,5,1,3,16.0,4.0,7.0,12.0,182.47,0
0,1,2,1,21.0,21.0,4.0,4,4,10,19.0,1.0,2.0,8.0,179.67,0
1,5,2,1,30.0,18.0,3.0,5,5,6,17.0,1.0,2.0,1.0,178.8,0
1,3,2,1,13.0,16.0,3.0,4,5,3,26.0,5.0,8.0,10.0,176.51,0
0,3,2,1,12.0,15.0,3.0,5,4,3,17.0,2.0,2.0,8.0,146.33,0
0,4,4,2,1.0,12.0,3.0,2,3,5,15.0,1.0,2.0,4.0,149.32,1
1,4,4,1,12.0,16.0,4.0,4,1,4,20.0,2.0,2.0,4.0,172.71,0
1,5,2,1,16.0,19.0,4.0,4,1,5,13.0,1.0,2.0,1.0,175.87,0
0,6,4,1,1.0,29.0,3.0,5,4,3,13.0,2.0,2.0,1.0,153.63,1
1,3,2,1,9.0,25.0,4.0,4,5,2,17.0,1.0,2.0,5.0,25.0,0
0,3,4,2,2.0,23.0,3.0,4,3,3,15.0,1.0,2.0,5.0,146.44,0
0,3,4,1,5.0,10.0,3.0,4,5,3,14.0,1.0,3.0,4.0,155.65,0
0,4,4,1,10.0,16.0,4.0,2,4,3,23.0,2.0,2.0,3.0,153.1,0
1,3,4,2,1.0,7.0,4.0,4,5,2,14.0,4.0,8.0,7.0,153.67,0
1,4,2,1,3.0,7.0,3.0,4,5,2,13.0,2.0,2.0,3.0,178.73,0
0,3,2,1,6.0,22.0,3.0,4,1,7,19.0,1.0,2.0,3.0,191.67,0
2,1,4,1,1.0,24.0,3.0,5,1,7,13.0,1.0,2.0,4.0,148.67,1
1,4,4,2,12.0,7.0,3.0,5,5,6,15.0,1.0,2.0,1.0,153.58,0
1,4,2,1,9.0,14.0,3.0,4,1,3,12.0,2.0,2.0,10.0,177.04,0
1,5,2,2,1.0,16.0,3.0,4,1,3,15.0,1.0,2.0,8.0,166.05,0
0,5,2,1,1.0,33.0,4.0,4,1,3,12.0,1.0,2.0,9.0,181.17,1
1,4,2,1,28.0,16.0,4.0,4,3,5,12.0,1.0,3.0,4.0,153.97,0
0,4,2,1,7.0,14.0,3.0,4,3,3,21.0,3.0,3.0,9.0,184.68,0
1,4,0,1,17.0,18.0,2.0,4,3,3,18.0,2.0,2.0,10.0,200.1,0
0,6,4,1,12.0,7.0,3.0,4,4,2,12.0,2.0,2.0,3.0,154.91,0
0,4,2,2,16.0,30.0,3.0,5,3,3,13.0,3.0,4.0,8.0,168.32,0
1,3,2,2,28.0,17.0,4.0,4,5,8,20.0,1.0,2.0,5.0,169.4,0
1,4,2,2,1.0,7.0,3.0,5,3,3,13.0,2.0,2.0,3.0,171.17,0
1,6,4,2,1.0,19.0,4.0,4,1,3,14.0,2.0,2.0,5.0,151.47,0
0,1,2,1,14.0,18.0,4.0,4,3,3,12.0,3.0,10.0,5.0,188.23,0
1,5,2,1,14.0,9.0,4.0,4,4,5,15.0,2.0,6.0,11.0,181.77,0
2,6,4,1,1.0,9.0,3.0,4,4,6,15.0,1.0,2.0,3.0,146.87,0
1,3,4,1,4.0,7.0,4.0,4,4,3,14.0,1.0,2.0,8.0,162.48,0
1,6,4,1,1.0,9.0,3.0,4,3,8,20.0,1.0,2.0,3.0,164.77,0
0,3,4,1,7.0,7.0,3.0,5,3,3,13.0,1.0,2.0,1.0,145.08,0
1,4,2,1,12.0,7.0,3.0,4,4,2,16.0,5.0,6.0,9.0,169.4,0
1,4,4,1,5.0,9.0,3.0,4,3,2,20.0,2.0,2.0,3.0,155.67,0
0,4,2,1,12.0,13.0,4.0,5,3,4,12.0,3.0,8.0,8.0,178.21,0
1,4,2,1,16.0,25.0,3.0,4,5,8,18.0,1.0,2.0,3.0,179.1,0
1,4,4,1,15.0,7.0,4.0,4,1,5,23.0,1.0,2.0,1.0,152.82,0
1,3,4,1,9.0,18.0,3.0,4,3,9,12.0,1.0,3.0,3.0,151.6,0
1,4,4,2,1.0,7.0,4.0,4,3,2,13.0,1.0,2.0,3.0,158.75,0
1,3,2,2,9.0,16.0,3.0,4,3,3,20.0,1.0,2.0,9.0,175.98,0
1,3,2,1,7.0,22.0,4.0,4,1,2,14.0,6.0,9.0,2.0,37.0,0
1,4,4,2,6.0,36.0,3.0,5,4,3,14.0,4.0,5.0,2.0,153.37,0
2,4,4,1,14.0,7.0,3.0,4,1,10,20.0,1.0,2.0,1.0,149.06,0
2,3,4,1,6.0,7.0,4.0,5,4,2,15.0,1.0,3.0,3.0,147.69,0
1,4,2,2,13.0,31.0,3.0,4,1,9,14.0,2.0,2.0,8.0,166.08,0
1,6,2,1,1.0,15.0,3.0,4,3,2,23.0,2.0,2.0,5.0,174.07,0
2,3,4,2,18.0,7.0,3.0,4,1,8,13.0,1.0,2.0,3.0,149.36,0
2,3,4,2,1.0,12.0,3.0,4,5,3,12.0,2.0,2.0,3.0,148.8,0
0,5,4,1,1.0,16.0,3.0,4,5,3,20.0,2.0,2.0,1.0,142.9,1
1,3,0,1,10.0,10.0,4.0,5,1,2,20.0,4.0,4.0,5.0,201.44,0
0,4,2,1,10.0,11.0,4.0,4,4,9,14.0,2.0,2.0,3.0,176.31,0
0,4,2,1,30.0,7.0,3.0,4,3,3,22.0,1.0,2.0,10.0,188.06,0
1,3,4,1,1.0,7.0,3.0,4,1,11,15.0,3.0,3.0,3.0,172.87,1
2,1,4,1,20.0,14.0,4.0,4,3,10,12.0,7.0,10.0,9.0,148.39,1
1,5,2,1,8.0,35.0,4.0,5,3,3,22.0,2.0,2.0,8.0,192.12,0
2,1,4,2,6.0,9.0,4.0,4,5,3,15.0,2.0,2.0,3.0,149.39,0
1,4,2,1,12.0,17.0,4.0,4,1,3,12.0,1.0,2.0,10.0,178.43,0
0,4,2,1,14.0,7.0,4.0,4,3,9,13.0,2.0,2.0,2.0,192.28,1
1,5,2,1,10.0,18.0,4.0,5,1,6,14.0,2.0,2.0,1.0,191.52,0
1,4,2,2,19.0,27.0,3.0,4,3,10,16.0,2.0,2.0,2.0,173.5,0
1,4,4,2,14.0,9.0,3.0,5,3,4,15.0,1.0,3.0,3.0,153.09,0
0,4,2,1,9.0,25.0,4.0,4,3,3,15.0,2.0,2.0,3.0,181.89,0
2,3,4,1,14.0,9.0,4.0,4,3,4,15.0,2.0,2.0,3.0,145.01,0
1,6,2,1,3.0,20.0,3.0,5,4,6,14.0,2.0,2.0,4.0,165.25,0
1,3,4,2,3.0,35.0,4.0,5,5,3,15.0,1.0,2.0,5.0,162.85,0
1,6,4,2,1.0,12.0,2.0,5,3,2,19.0,1.0,2.0,1.0,154.66,0
0,3,2,1,10.0,30.0,3.0,2,1,6,18.0,1.0,2.0,4.0,150.71,0
1,4,2,1,1.0,11.0,3.0,2,4,3,21.0,2.0,2.0,4.0,186.42,0
0,3,2,1,23.0,9.0,4.0,5,4,4,15.0,2.0,2.0,9.0,178.9,0
1,3,2,1,8.0,15.0,3.0,2,3,4,13.0,1.0,2.0,3.0,169.04,0
1,4,2,2,5.0,7.0,4.0,4,1,10,12.0,1.0,2.0,6.0,184.93,1
0,4,2,1,23.0,15.0,4.0,5,4,3,24.0,1.0,2.0,8.0,176.3,0
2,6,4,2,1.0,9.0,4.0,5,3,8,16.0,1.0,2.0,1.0,145.9,1
0,4,4,1,7.0,10.0,3.0,4,3,3,12.0,3.0,4.0,1.0,154.09,0
1,3,4,1,1.0,9.0,3.0,4,4,11,13.0,2.0,3.0,3.0,159.68,0
0,4,4,2,6.0,9.0,4.0,4,1,2,14.0,2.0,4.0,7.0,155.68,0
1,4,4,1,4.0,31.0,4.0,4,3,3,23.0,2.0,2.0,1.0,151.93,0
1,3,2,1,10.0,34.0,4.0,4,3,8,14.0,1.0,8.0,8.0,177.37,0
2,3,4,1,9.0,23.0,3.0,2,4,2,14.0,2.0,2.0,4.0,149.26,0
1,4,2,2,3.0,22.0,3.0,5,3,2,13.0,2.0,2.0,9.0,166.93,0
1,4,4,1,5.0,33.0,3.0,4,3,3,18.0,4.0,5.0,4.0,154.11,0
1,3,4,1,8.0,26.0,4.0,4,1,2,12.0,1.0,2.0,3.0,151.61,0
2,4,4,2,1.0,31.0,3.0,5,3,7,15.0,1.0,2.0,4.0,145.28,1
1,4,4,1,6.0,12.0,4.0,2,4,2,13.0,2.0,2.0,6.0,157.98,0
0,3,4,1,1.0,23.0,4.0,2,1,3,14.0,1.0,2.0,1.0,154.35,0
1,4,4,2,12.0,9.0,3.0,4,1,7,12.0,1.0,2.0,3.0,164.44,0
0,6,2,1,1.0,18.0,4.0,2,3,2,19.0,1.0,2.0,4.0,165.11,0
1,4,4,2,1.0,16.0,3.0,5,5,9,24.0,1.0,2.0,4.0,159.07,1
2,4,4,2,1.0,22.0,4.0,4,1,3,15.0,2.0,2.0,1.0,137.32,0
1,3,4,2,1.0,13.0,3.0,4,5,4,12.0,1.0,2.0,4.0,154.6,1
1,5,2,1,16.0,15.0,3.0,4,4,2,12.0,3.0,5.0,3.0,193.25,0
1,3,4,2,7.0,9.0,4.0,4,1,6,12.0,1.0,2.0,1.0,149.96,0
1,6,2,1,18.0,17.0,3.0,4,1,4,14.0,1.0,2.0,4.0,189.65,0
2,3,4,2,4.0,16.0,3.0,5,3,3,14.0,1.0,2.0,9.0,147.06,0
2,1,2,1,3.0,12.0,3.0,4,1,5,15.0,1.0,2.0,1.0,145.86,1
2,3,4,1,1.0,7.0,4.0,4,1,4,17.0,1.0,3.0,1.0,147.93,1
1,3,4,1,17.0,9.0,4.0,2,3,3,13.0,2.0,2.0,5.0,151.45,0
1,5,4,1,14.0,10.0,3.0,5,3,3,15.0,2.0,2.0,3.0,151.83,1
2,5,4,1,9.0,9.0,4.0,4,1,3,14.0,3.0,3.0,3.0,145.14,0
1,4,4,1,10.0,12.0,3.0,5,5,11,15.0,2.0,2.0,1.0,159.19,0
0,4,2,1,7.0,7.0,3.0,2,5,4,20.0,1.0,2.0,4.0,178.76,0
2,6,4,1,9.0,11.0,4.0,4,1,3,13.0,2.0,2.0,1.0,144.51,0
2,4,4,1,1.0,9.0,3.0,4,5,3,14.0,2.0,2.0,1.0,148.41,0
0,3,2,2,4.0,7.0,3.0,4,1,3,24.0,2.0,4.0,8.0,165.11,0
0,5,2,2,8.0,30.0,4.0,4,3,2,21.0,1.0,9.0,8.0,170.68,0
1,4,4,1,11.0,26.0,4.0,4,4,6,22.0,1.0,2.0,1.0,155.22,0
0,5,2,2,20.0,12.0,4.0,4,1,6,22.0,2.0,2.0,9.0,182.72,0
2,4,4,1,9.0,15.0,3.0,2,1,3,20.0,2.0,2.0,2.0,147.69,0
1,4,0,2,12.0,7.0,4.0,5,3,11,14.0,1.0,2.0,1.0,178.81,1
1,1,4,2,1.0,12.0,3.0,4,3,3,14.0,1.0,3.0,3.0,159.41,1
1,5,2,1,18.0,7.0,4.0,4,5,7,22.0,2.0,2.0,4.0,179.54,0
1,5,2,1,1.0,30.0,3.0,5,1,9,20.0,1.0,2.0,1.0,166.57,0
1,3,4,1,9.0,30.0,2.0,4,5,5,16.0,1.0,3.0,3.0,165.14,0
1,4,2,1,5.0,14.0,3.0,4,1,5,23.0,1.0,2.0,8.0,184.15,0
1,4,2,1,11.0,7.0,3.0,5,3,3,19.0,1.0,2.0,8.0,184.93,0
1,3,2,1,6.0,7.0,3.0,4,1,3,23.0,6.0,8.0,9.0,186.62,0
0,4,2,2,12.0,36.0,3.0,4,1,3,12.0,7.0,10.0,10.0,149.06,0
0,4,2,2,10.0,18.0,4.0,5,4,3,14.0,2.0,2.0,4.0,189.99,0
0,3,4,1,9.0,7.0,4.0,4,5,6,14.0,1.0,2.0,3.0,146.94,0
1,3,4,1,1.0,16.0,4.0,5,3,2,18.0,2.0,2.0,1.0,158.88,1
1,4,4,1,3.0,9.0,4.0,4,4,2,24.0,2.0,2.0,5.0,152.03,0
1,3,4,2,5.0,7.0,3.0,4,4,3,18.0,2.0,2.0,1.0,150.01,0
1,4,2,1,6.0,7.0,4.0,4,4,3,18.0,2.0,2.0,10.0,187.2,0
1,4,4,1,10.0,13.0,3.0,2,1,5,13.0,1.0,2.0,1.0,155.38,0
1,4,2,2,5.0,15.0,4.0,4,1,3,24.0,2.0,2.0,9.0,169.24,0
1,5,2,2,9.0,7.0,3.0,5,5,2,15.0,2.0,3.0,9.0,168.12,0
1,3,2,1,20.0,12.0,4.0,4,4,3,23.0,2.0,2.0,3.0,175.21,0
1,4,2,1,4.0,7.0,3.0,5,1,3,13.0,2.0,4.0,1.0,176.26,0
1,3,4,2,9.0,7.0,2.0,5,3,3,19.0,2.0,2.0,5.0,153.59,0
1,3,2,1,8.0,7.0,4.0,4,4,3,16.0,2.0,2.0,4.0,168.25,0
2,1,4,1,1.0,9.0,4.0,4,5,5,14.0,2.0,2.0,1.0,148.22,0
2,4,4,1,25.0,16.0,4.0,4,1,5,24.0,2.0,2.0,4.0,145.75,0
1,5,2,2,25.0,28.0,4.0,4,1,2,23.0,1.0,2.0,1.0,179.41,0
1,3,2,1,4.0,11.0,4.0,5,4,3,13.0,3.0,3.0,8.0,177.09,0
1,3,2,2,6.0,13.0,3.0,4,3,3,17.0,6.0,6.0,8.0,175.1,0
1,6,2,1,1.0,10.0,3.0,4,3,2,22.0,1.0,2.0,3.0,174.99,0
0,3,2,1,2.0,11.0,3.0,4,3,3,16.0,1.0,2.0,5.0,167.21,0
0,3,2,1,18.0,30.0,4.0,4,4,6,13.0,1.0,2.0,3.0,145.42,0
2,6,4,1,1.0,13.0,4.0,4,5,6,23.0,1.0,2.0,3.0,145.73,1
1,4,4,2,6.0,7.0,4.0,4,5,3,14.0,1.0,2.0,1.0,154.56,0
0,4,4,2,1.0,13.0,4.0,5,1,3,19.0,1.0,2.0,1.0,154.26,1
1,6,2,2,8.0,13.0,3.0,4,3,3,15.0,1.0,3.0,11.0,173.09,0
0,4,2,1,11.0,9.0,4.0,5,1,7,15.0,2.0,2.0,1.0,176.63,0
1,5,2,2,1.0,12.0,3.0,5,3,3,12.0,1.0,2.0,4.0,182.44,1
1,3,4,1,1.0,14.0,4.0,5,1,3,12.0,1.0,3.0,2.0,153.89,0
1,3,4,2,1.0,22.0,3.0,4,1,3,16.0,2.0,2.0,1.0,153.71,0
0,3,0,2,25.0,7.0,2.0,5,5,5,21.0,5.0,13.0,9.0,199.84,0
1,4,4,1,1.0,25.0,3.0,4,3,2,13.0,1.0,2.0,3.0,152.74,0
1,4,2,1,8.0,13.0,3.0,5,4,8,16.0,2.0,2.0,1.0,170.05,0
1,4,0,2,11.0,10.0,3.0,4,1,4,13.0,1.0,2.0,4.0,199.28,0
1,4,4,1,10.0,10.0,3.0,4,1,7,23.0,1.0,2.0,1.0,153.35,0
0,5,2,1,7.0,29.0,4.0,4,4,2,14.0,1.0,2.0,8.0,186.46,0
1,4,4,1,20.0,21.0,4.0,4,4,11,19.0,4.0,5.0,4.0,174.63,1
2,6,4,1,1.0,13.0,3.0,5,4,3,20.0,3.0,5.0,4.0,148.68,0
2,5,4,2,1.0,29.0,3.0,4,3,3,20.0,2.0,2.0,1.0,141.75,1
1,1,4,1,1.0,9.0,4.0,4,1,2,15.0,3.0,3.0,2.0,150.23,0
1,3,2,1,23.0,27.0,4.0,4,5,3,15.0,6.0,6.0,12.0,190.67,0
0,3,4,2,17.0,35.0,4.0,2,3,6,13.0,1.0,2.0,3.0,172.39,0
1,4,0,1,15.0,16.0,4.0,4,3,5,14.0,1.0,2.0,8.0,206.89,0
1,4,4,1,1.0,32.0,4.0,4,3,3,24.0,3.0,6.0,8.0,154.42,0
1,3,2,1,10.0,13.0,3.0,4,4,8,21.0,1.0,2.0,2.0,174.41,0
1,4,2,1,13.0,11.0,3.0,5,3,6,15.0,6.0,6.0,10.0,184.02,0
1,6,2,1,4.0,16.0,3.0,4,1,2,20.0,5.0,5.0,8.0,188.47,0
1,3,4,2,1.0,16.0,3.0,4,5,9,23.0,2.0,2.0,5.0,167.0,1
1,3,4,2,19.0,36.0,3.0,4,1,7,14.0,2.0,2.0,4.0,159.52,0
1,1,2,2,12.0,10.0,3.0,4,3,5,21.0,3.0,3.0,3.0,168.17,0
1,4,4,2,4.0,25.0,4.0,4,3,3,15.0,2.0,2.0,5.0,151.32,0
1,3,4,2,4.0,9.0,3.0,5,1,2,14.0,1.0,2.0,3.0,152.2,0
2,4,4,1,15.0,16.0,4.0,4,5,4,22.0,1.0,2.0,5.0,147.38,0
2,3,4,2,1.0,10.0,4.0,4,4,3,15.0,2.0,2.0,1.0,139.83,0
0,3,2,1,14.0,33.0,3.0,4,4,3,12.0,1.0,3.0,14.0,181.05,0
1,5,0,1,9.0,7.0,4.0,4,4,3,14.0,1.0,2.0,7.0,197.95,0
2,5,2,1,27.0,13.0,3.0,4,3,4,21.0,1.0,5.0,6.0,148.06,0
0,1,2,1,3.0,7.0,3.0,4,3,3,14.0,1.0,2.0,10.0,168.19,0
1,3,2,1,25.0,14.0,3.0,5,3,4,18.0,2.0,2.0,1.0,186.32,0
0,5,4,1,8.0,9.0,4.0,4,3,8,19.0,1.0,2.0,3.0,147.31,0
2,3,4,1,1.0,26.0,4.0,4,1,3,25.0,3.0,3.0,3.0,148.23,0
0,3,4,1,1.0,16.0,3.0,4,4,8,19.0,3.0,3.0,3.0,145.24,0
1,3,4,1,2.0,28.0,3.0,4,1,3,12.0,1.0,2.0,3.0,152.13,0
0,3,4,1,1.0,10.0,4.0,5,3,3,16.0,1.0,2.0,2.0,150.66,0
1,4,5,2,24.0,18.0,3.0,4,4,5,16.0,1.0,5.0,5.0,324.26,0
1,4,4,1,15.0,21.0,3.0,4,3,6,13.0,2.0,2.0,9.0,149.51,0
1,4,4,2,6.0,13.0,3.0,4,3,5,21.0,1.0,2.0,5.0,155.38,0
1,1,4,1,1.0,24.0,3.0,4,4,2,17.0,1.0,2.0,2.0,155.58,0
0,3,4,2,10.0,10.0,2.0,4,4,6,13.0,3.0,8.0,3.0,145.88,0
0,3,2,1,4.0,16.0,4.0,4,5,3,12.0,6.0,7.0,11.0,155.72,0
1,4,2,1,19.0,11.0,2.0,4,5,6,12.0,1.0,2.0,4.0,175.06,0
1,4,4,1,30.0,15.0,4.0,4,5,6,19.0,3.0,3.0,3.0,167.57,0
1,4,4,2,7.0,9.0,3.0,4,1,2,15.0,2.0,2.0,3.0,150.0,0
2,4,4,2,1.0,9.0,3.0,5,1,3,23.0,2.0,2.0,1.0,136.02,1
2,4,4,2,12.0,16.0,4.0,4,1,3,13.0,2.0,3.0,2.0,147.88,0
1,3,4,1,5.0,19.0,4.0,4,1,10,24.0,2.0,2.0,3.0,164.29,0
2,3,4,2,8.0,34.0,4.0,4,4,4,16.0,1.0,2.0,3.0,148.11,0
1,5,4,2,5.0,27.0,4.0,4,4,3,23.0,1.0,2.0,3.0,156.4,1
1,3,4,1,24.0,7.0,3.0,5,3,4,16.0,2.0,2.0,3.0,161.9,0
1,3,2,1,27.0,20.0,3.0,2,5,3,12.0,2.0,2.0,4.0,169.5,0
1,3,4,1,7.0,21.0,4.0,4,4,3,14.0,2.0,2.0,7.0,152.56,0
1,4,5,1,26.0,7.0,4.0,5,3,2,15.0,8.0,12.0,10.0,324.99,0
1,4,2,1,1.0,30.0,3.0,5,3,5,14.0,2.0,2.0,2.0,184.16,1
0,3,4,1,17.0,14.0,3.0,2,1,6,15.0,2.0,3.0,3.0,145.89,0
1,4,4,1,11.0,28.0,4.0,2,5,3,13.0,2.0,2.0,8.0,160.64,0
0,3,2,2,9.0,9.0,3.0,4,4,7,12.0,1.0,2.0,3.0,169.25,0
0,3,2,1,16.0,28.0,3.0,4,3,4,17.0,1.0,2.0,3.0,177.65,0
1,4,2,1,12.0,9.0,3.0,4,3,11,15.0,2.0,2.0,1.0,190.53,0
1,1,2,1,12.0,36.0,3.0,4,1,5,19.0,1.0,2.0,8.0,187.61,0
0,1,2,1,1.0,7.0,3.0,5,5,7,20.0,3.0,3.0,1.0,167.98,0
0,4,2,1,23.0,25.0,4.0,4,1,3,16.0,1.0,2.0,8.0,193.04,0
0,3,4,1,8.0,17.0,3.0,4,3,3,18.0,3.0,3.0,1.0,163.15,0
1,3,2,1,14.0,26.0,2.0,4,1,10,16.0,4.0,4.0,8.0,152.41,0
1,3,2,1,2.0,36.0,4.0,4,5,9,20.0,2.0,2.0,1.0,191.73,1
1,5,0,1,1.0,34.0,3.0,4,1,3,23.0,1.0,2.0,10.0,201.39,1
2,4,4,1,1.0,12.0,3.0,2,4,3,17.0,3.0,3.0,3.0,148.28,0
0,3,4,2,10.0,25.0,4.0,4,1,3,14.0,1.0,2.0,8.0,146.53,0
0,4,2,1,14.0,16.0,4.0,5,1,11,15.0,1.0,2.0,3.0,173.76,0
1,1,4,2,1.0,10.0,3.0,4,5,7,12.0,1.0,2.0,5.0,151.57,1
0,5,2,2,1.0,33.0,3.0,5,5,7,16.0,2.0,2.0,2.0,191.96,1
2,1,4,2,1.0,7.0,3.0,4,3,2,15.0,1.0,2.0,6.0,145.58,1
1,5,2,1,28.0,10.0,3.0,4,5,4,15.0,2.0,2.0,6.0,184.4,0
1,4,2,2,10.0,12.0,4.0,4,4,10,17.0,3.0,4.0,8.0,184.14,0
1,3,4,1,7.0,11.0,3.0,5,4,8,22.0,1.0,2.0,2.0,151.22,0
0,5,4,1,11.0,11.0,3.0,4,1,6,18.0,4.0,6.0,9.0,152.93,0
0,3,0,1,3.0,7.0,3.0,4,1,3,15.0,5.0,5.0,2.0,204.18,0
2,3,4,2,1.0,25.0,3.0,5,1,3,14.0,1.0,2.0,2.0,148.89,1
1,4,4,2,26.0,9.0,3.0,5,1,9,16.0,3.0,3.0,3.0,157.12,0
2,3,4,1,1.0,21.0,3.0,4,1,7,14.0,2.0,2.0,5.0,149.36,1
1,4,4,1,1.0,9.0,3.0,4,5,9,21.0,2.0,2.0,8.0,152.07,1
1,4,4,1,6.0,11.0,3.0,4,4,4,12.0,2.0,2.0,3.0,164.31,0
1,4,4,2,1.0,7.0,4.0,5,3,2,15.0,1.0,2.0,3.0,162.3,1
2,3,4,1,13.0,7.0,4.0,4,3,9,15.0,2.0,2.0,3.0,147.32,0
0,5,2,1,6.0,33.0,4.0,4,1,2,19.0,3.0,3.0,3.0,169.65,0
1,4,2,1,15.0,26.0,3.0,4,5,4,17.0,1.0,2.0,1.0,155.72,0
1,1,2,1,14.0,31.0,4.0,4,1,3,18.0,3.0,5.0,8.0,158.19,0
1,4,4,1,7.0,12.0,4.0,5,1,3,14.0,1.0,2.0,3.0,154.11,0
1,4,2,1,8.0,9.0,3.0,5,5,8,14.0,1.0,6.0,10.0,184.57,0
1,3,4,1,11.0,7.0,3.0,5,5,4,15.0,1.0,2.0,3.0,164.2,0
0,4,2,1,19.0,14.0,4.0,2,3,6,18.0,2.0,2.0,3.0,189.34,0
2,4,4,2,3.0,22.0,3.0,4,1,3,20.0,2.0,2.0,6.0,148.4,0
1,4,2,2,16.0,24.0,3.0,2,5,5,14.0,2.0,2.0,3.0,190.45,0
1,5,2,1,3.0,27.0,3.0,4,1,4,15.0,2.0,2.0,3.0,194.31,0
1,4,2,1,1.0,7.0,4.0,4,3,2,13.0,2.0,2.0,3.0,173.98,0
1,3,4,1,16.0,9.0,3.0,5,5,2,12.0,8.0,8.0,9.0,150.93,0
1,4,4,1,25.0,7.0,4.0,4,1,3,12.0,2.0,2.0,1.0,152.23,0
0,3,4,2,1.0,36.0,4.0,5,4,2,12.0,1.0,2.0,5.0,159.79,1
0,4,4,1,6.0,14.0,4.0,2,4,3,21.0,1.0,2.0,4.0,152.94,0
0,4,2,1,12.0,9.0,3.0,5,1,5,19.0,2.0,8.0,6.0,177.49,0
2,1,2,2,6.0,9.0,3.0,5,5,6,14.0,1.0,2.0,5.0,146.76,0
1,4,4,2,1.0,9.0,4.0,4,3,4,12.0,1.0,2.0,1.0,159.85,1
1,3,2,1,3.0,9.0,4.0,5,4,4,20.0,2.0,2.0,1.0,191.44,0
1,3,2,1,5.0,30.0,4.0,5,1,2,22.0,1.0,8.0,9.0,180.82,0
0,4,2,1,1.0,12.0,3.0,2,5,3,13.0,2.0,2.0,6.0,165.0,0
1,4,4,1,10.0,13.0,3.0,4,1,2,12.0,2.0,11.0,12.0,157.1,0
2,3,4,1,2.0,16.0,4.0,4,1,3,24.0,2.0,2.0,5.0,145.7,0
1,3,2,1,11.0,13.0,4.0,4,1,6,15.0,2.0,2.0,2.0,190.02,0
1,3,4,2,1.0,10.0,4.0,5,3,3,18.0,2.0,2.0,1.0,157.3,0
